,,,The predicted value of target variable from ML model,,,August Grade 1 is School month 1,Percentile based on a distribution and estimated parameters
Grade,pupilId,screeningId,WCPM_aloud_pred,date,Screening month,School month,Percentile
3,529b7b4f-ae04-46f6-b63d-4cc3af16eab6,1346e016-6813-4082-9c67-9d853f29f732,150.9521,Recording date: 2019-04-10 (UTC),4,33,81
3,529b7b4f-ae04-46f6-b63d-4cc3af16eab6,159e3d73-3e85-4827-ab96-ca1b220ba8ee,111.07417,Recording date: 2018-11-15 (UTC),11,28,71
3,545095fe-9265-4335-b9c8-48c2ca8ca38d,3d9eafbe-137d-4cae-916d-fb36e67d6b74,105.68362,Recording date: 2018-11-15 (UTC),11,28,66
3,545095fe-9265-4335-b9c8-48c2ca8ca38d,9d6103f7-93e0-4598-8cd1-cbf5f372a417,110.7009,Recording date: 2019-04-10 (UTC),4,33,48
3,5b74090c-5d51-41a3-be61-f8f0930fac2e,da362a2c-84b0-4227-8e83-078762eaf254,87.647026,Recording date: 2019-04-10 (UTC),4,33,29
3,67559a0e-3c76-4146-92fb-17b4a3c3ccdd,eb1ce88f-c311-44c1-9975-1b977a760356,146.28432,Recording date: 2019-04-10 (UTC),4,33,78
3,75c93dd4-37bf-41e0-913f-45bf7dc61351,74de38bd-575e-4618-9682-1c28c3a2fd6d,144.35852,Recording date: 2019-04-02 (UTC),4,33,77
3,75c93dd4-37bf-41e0-913f-45bf7dc61351,7868e4da-5364-4e4a-9dc0-a3b2409e1f5a,134.1485,Recording date: 2018-11-09 (UTC),11,28,87
3,943495ec-f470-4afc-bebc-a2e1e1406beb,dfed9367-5bd7-4737-82ee-e0fd5892563f,122.53099,Recording date: 2019-04-10 (UTC),4,33,59
3,95ced7e3-eb58-45b6-a1d8-1e2dc7951b9f,7beb7a70-46f3-4e2d-83f6-b0940a928b8d,154.32573,Recording date: 2019-04-09 (UTC),4,33,83
3,98ac63f2-7aa8-49af-994e-34b4bd4f6413,c34a3f14-78fd-47dc-bf7c-02d4c6d9eb36,168.182,Recording date: 2019-04-10 (UTC),4,33,90
3,9b1e832a-b2b6-4635-b2d0-aa68b1966646,9907fd27-4266-4a49-aee9-4a0b7308c2a0,88.98969,Recording date: 2018-11-09 (UTC),11,28,50
3,9b1e832a-b2b6-4635-b2d0-aa68b1966646,b40e30a9-ecb7-46f6-8952-75ab724a6d7a,62.707066,Recording date: 2019-04-02 (UTC),4,33,13
3,a7630ad7-d55a-45e4-abc1-d33a2356c9d2,7528353e-aa55-4330-beed-a86d86128519,46.08509,Recording date: 2019-04-02 (UTC),4,33,7
3,a7630ad7-d55a-45e4-abc1-d33a2356c9d2,81bda2b1-337f-4019-b9bd-1eb4439cd400,52.360485,Recording date: 2018-11-09 (UTC),11,28,18
3,a89f410a-e642-45cf-a438-a5800e35a1b0,218d5395-bed4-415b-b8b8-a9492fda5134,24.44935,Recording date: 2019-04-02 (UTC),4,33,3
3,a89f410a-e642-45cf-a438-a5800e35a1b0,cfc155f8-3dba-4ec6-96a6-c7d82021395b,12.665761,Recording date: 2018-11-09 (UTC),11,28,3
3,a8aefa7a-3955-4720-958a-88f0a03069bf,1d2fe29c-881e-415a-a7e4-fe4081fec722,160.50682,Recording date: 2019-04-09 (UTC),4,33,86
3,a8aefa7a-3955-4720-958a-88f0a03069bf,dc914b32-a576-452d-a280-b59575c9e829,151.78577,Recording date: 2018-11-15 (UTC),11,28,94
3,e7b4e66a-249e-4a64-978b-5e2c5a954b5c,10296401-c0ee-48da-bb29-232dd5fe91a4,81.80142,Recording date: 2018-11-09 (UTC),11,28,43
3,e7b4e66a-249e-4a64-978b-5e2c5a954b5c,d88d0263-91d0-480b-94f1-69003aceb2f7,103.80892,Recording date: 2019-04-09 (UTC),4,33,42
3,01adeb06-df7b-4ce5-a27d-8a9f4139c69a,41a9fa45-4b00-4948-9df5-1cfdcc6ed7c1,164.4707,Recording date: 2018-11-06 (UTC),11,28,97
3,01adeb06-df7b-4ce5-a27d-8a9f4139c69a,41a9fa45-4b00-4948-9df5-1cfdcc6ed7c1,194.57855,Recording date: 2018-10-23 (UTC),10,27,100
3,17e2709e-58ae-439e-a5eb-bc8399db6316,67138def-a54f-4b03-bb8d-d19eb4046c0b,96.37715,Recording date: 2018-10-23 (UTC),10,27,62
3,2d142dbd-f9d1-4583-b4b8-c56f685b686e,ad0fcf0f-a883-497b-88b7-c4ac2e8c032c,140.29541,Recording date: 2018-11-06 (UTC),11,28,90
3,2d142dbd-f9d1-4583-b4b8-c56f685b686e,ad0fcf0f-a883-497b-88b7-c4ac2e8c032c,159.99225,Recording date: 2018-10-23 (UTC),10,27,97
3,36a3bf78-5146-4939-9a3d-71541c2121b3,eeecc52c-2162-4c2e-a6ae-a40d807fdefa,99.63073,Recording date: 2018-11-06 (UTC),11,28,60
3,4441f5db-85b1-40d7-935b-6110d48965ad,6f969bc5-c0d7-4e19-a1fd-3af73697ddd3,119.10689,Recording date: 2018-11-06 (UTC),11,28,77
3,68d13006-1b87-4b8d-8f1e-c2188b07a31f,956e48d5-c35f-4b60-8f97-33aa5c38a149,135.84799,Recording date: 2018-10-23 (UTC),10,27,90
3,68d13006-1b87-4b8d-8f1e-c2188b07a31f,956e48d5-c35f-4b60-8f97-33aa5c38a149,136.04987,Recording date: 2018-11-06 (UTC),11,28,88
3,7177c76f-86c7-4fa9-9bcc-e857e9f6472f,f8b8ce10-4cba-438e-94dd-dbfd6b0bc1e5,101.56954,Recording date: 2018-10-23 (UTC),10,27,67
3,7177c76f-86c7-4fa9-9bcc-e857e9f6472f,f8b8ce10-4cba-438e-94dd-dbfd6b0bc1e5,99.791985,Recording date: 2018-11-06 (UTC),11,28,60
3,7f7c5372-7d72-4105-866e-fb1300c825cc,46803ea5-8d77-4283-8168-412175e277f5,158.60756,Recording date: 2018-11-06 (UTC),11,28,96
3,89b328d4-bdbf-4b28-bc93-736330ceb62d,75c8d4e6-6cfb-45f5-bd20-ff9a3eb018f2,10.662998,Recording date: 2018-11-06 (UTC),11,28,3
3,9c9c9a6d-644e-414e-a2e8-99b547994a60,28f50f62-f56f-469c-ae6a-2bf271b76417,81.0948,Recording date: 2018-11-06 (UTC),11,28,42
3,bdc9442d-5298-45bd-9625-8c2194cb129e,014989f3-84a1-42be-bc6e-a4cd234e469c,183.55183,Recording date: 2018-10-23 (UTC),10,27,100
3,bdc9442d-5298-45bd-9625-8c2194cb129e,014989f3-84a1-42be-bc6e-a4cd234e469c,175.49341,Recording date: 2018-11-06 (UTC),11,28,99
3,cf47dc1f-e44c-4b06-b15e-3ef53e59befc,809c2e69-3321-4c52-b36e-8e322ff1c907,131.78668,Recording date: 2018-11-06 (UTC),11,28,86
3,e6ac82a1-3e08-46f4-bd67-a5a6d84f922b,3d6ee993-3c75-4db4-9012-358cc3cde401,98.947495,Recording date: 2018-11-06 (UTC),11,28,60
3,e6ac82a1-3e08-46f4-bd67-a5a6d84f922b,3d6ee993-3c75-4db4-9012-358cc3cde401,112.23199,Recording date: 2018-10-23 (UTC),10,27,76
3,ef571ac7-5483-4782-9073-2ef4908629b8,d0d25010-9fbe-497d-b35d-e7bf1c5fd155,58.296585,Recording date: 2018-10-23 (UTC),10,27,26
3,ef571ac7-5483-4782-9073-2ef4908629b8,d0d25010-9fbe-497d-b35d-e7bf1c5fd155,56.39673,Recording date: 2018-11-06 (UTC),11,28,21
3,f1c6e47b-bc8d-45ef-9e16-7b60d7a5439c,d9e3123b-2391-4b2d-93a4-e254b069c3eb,121.8838,Recording date: 2018-11-06 (UTC),11,28,79
3,ffb41ddc-4471-4676-bb32-390d4836b4c6,caf9d6e3-464d-45fc-9a3b-387bb8416699,129.02097,Recording date: 2018-10-23 (UTC),10,27,87
3,ffb41ddc-4471-4676-bb32-390d4836b4c6,caf9d6e3-464d-45fc-9a3b-387bb8416699,170.91083,Recording date: 2018-11-06 (UTC),11,28,98
3,0ef3f0b5-5bb0-407c-ba57-e52d3ec17258,ece4aa88-4813-4275-aeec-d92c062bec12,116.349365,Recording date: 2018-10-30 (UTC),10,27,79
3,0efa5a79-8459-4665-931c-17c157dbcb3b,5f3d00e4-d4da-48df-9115-6278235a9865,119.10372,Recording date: 2018-10-30 (UTC),10,27,81
3,151fbacc-acac-4561-a06f-88857039eef3,672c4c32-0b88-4ed6-970f-7875c414bd96,192.97702,Recording date: 2018-10-30 (UTC),10,27,100
3,2083e159-36bd-4c73-917e-5ad257f159b5,7fdc6a34-33e8-4dd7-b020-00e5254394b2,152.95514,Recording date: 2018-11-09 (UTC),11,28,95
3,28d772ab-33f7-46c3-bba7-de54888dfab1,fe8929c9-2760-4503-b981-610365c9a97a,134.5841,Recording date: 2018-10-30 (UTC),10,27,90
3,2e41998c-1134-43b5-b77e-80f6a8b46270,3e63af18-631c-4554-ba68-945a3f468e0a,170.889,Recording date: 2018-10-30 (UTC),10,27,99
3,4d9b8d36-f70d-4ce3-8709-5bf3716c08d9,e323edaf-2925-486e-a0c6-a05b0c240ab9,102.57885,Recording date: 2018-10-30 (UTC),10,27,68
3,952358c2-56f9-4545-a207-ed43425f7135,59b622ad-babe-4be7-b552-bb75370ca9fb,19.104282,Recording date: 2018-10-30 (UTC),10,27,6
3,a4e76132-efcd-4f7f-856b-0f73c5d830cb,9a5f53b0-8469-4bae-ba8f-f19c96f52117,132.13657,Recording date: 2018-11-09 (UTC),11,28,86
3,addcd46f-50de-40cb-8ef0-754b523bb889,947a46ce-f48b-4503-8863-3a8026d52e3f,140.47005,Recording date: 2018-10-30 (UTC),10,27,92
3,addcd46f-50de-40cb-8ef0-754b523bb889,947a46ce-f48b-4503-8863-3a8026d52e3f,164.66417,Recording date: 2018-10-30 (UTC),10,27,98
3,af26706c-3354-4890-ba72-f59fdee33376,a70923a7-d491-4eab-ab99-7588be5f885a,95.18684,Recording date: 2018-10-30 (UTC),10,27,61
3,b5f0273a-55d0-46d1-aaa2-f0d060d12829,453d2cc2-aef0-47a1-b11c-205de54c9156,120.42426,Recording date: 2018-10-30 (UTC),10,27,82
3,cc82dc87-a35f-4d00-937f-3f3d8d271075,e548b6fc-1d30-42c8-86d2-14e656a79ba1,116.30177,Recording date: 2018-10-30 (UTC),10,27,79
3,d16466ae-947a-439a-aec0-463197679b31,f023e54a-1a14-46ab-9278-8be4bc3d9a2c,44.843697,Recording date: 2018-10-30 (UTC),10,27,17
3,e44fc7cd-5c6b-446b-89d5-fe9275431d98,0cbbf4ae-e9a8-4749-85d9-20473bd8fa25,128.81775,Recording date: 2018-10-30 (UTC),10,27,87
3,0a79286d-1b29-4b73-b753-f458739b785d,ea0eebbf-887b-4cfe-90e3-b86e1b48b8d7,143.2236,Recording date: 2018-11-07 (UTC),11,28,91
3,18a82cde-e9d1-41fb-b34c-eb1947d43914,334ae5b6-45fe-4eb7-930e-2c26904aed8e,115.63207,Recording date: 2018-11-07 (UTC),11,28,75
3,206025f1-dc57-459e-8320-3de4cf6479df,0875737b-4ca3-4b9e-a171-91c3c086cfa1,196.96594,Recording date: 2018-11-07 (UTC),11,28,100
3,5947a6fe-ae84-4af2-b43a-100c4e0aace8,0aa7437d-6749-4b7f-8c8a-8ca53c615d22,98.07863,Recording date: 2018-11-07 (UTC),11,28,59
3,93286e59-892d-49ae-807a-38811ccd4f4a,b0e62ea2-f857-40d6-a03d-c747d29ed417,109.36086,Recording date: 2018-11-07 (UTC),11,28,69
3,b616acf4-e85f-4886-b55d-5bae1223a5ef,bf0c56e2-9127-42c8-826d-f0f0ce029fa3,173.1371,Recording date: 2018-11-07 (UTC),11,28,99
3,cb05eaaa-ca95-41e1-af35-34279c27a299,6668fd20-1774-422d-932b-7aa539a512bc,88.11052,Recording date: 2018-11-07 (UTC),11,28,49
3,cb9909f2-0cd4-4f06-b0e9-1f5ae192e0b1,4c2d0dcb-811b-400d-bfc2-54d83babddf8,157.0077,Recording date: 2019-01-17 (UTC),1,30,91
3,0b49515b-5169-41f8-8b9e-ec6b009986b7,24a01e3a-248d-49ae-81c1-c00eb9559300,113.615585,Recording date: 2019-01-17 (UTC),1,30,63
3,1b2300f0-b29c-4f8a-83d0-2338bd477f8a,e0e6998f-a93c-4212-a2e7-88c00f0cddc7,126.90934,Recording date: 2018-11-08 (UTC),11,28,83
3,20a740bf-2a6f-46fc-bc75-aa358ca9e306,059411a3-611c-42c4-b589-a6586a5440fc,79.91406,Recording date: 2018-11-08 (UTC),11,28,41
3,20a740bf-2a6f-46fc-bc75-aa358ca9e306,059411a3-611c-42c4-b589-a6586a5440fc,79.07024,Recording date: 2018-11-08 (UTC),11,28,40
3,478a763e-e309-42d4-95cb-32c750d3ab79,3daaeab3-34f5-4d9c-8655-de252046b145,63.82645,Recording date: 2018-10-26 (UTC),10,27,31
3,553b1b90-e945-4083-9e44-26dbd282d6ad,21a2d779-ada0-4975-b497-4b084bc3465d,115.90495,Recording date: 2018-11-08 (UTC),11,28,75
3,babd7893-5452-48a2-b8de-2b07d7673e4e,91054cce-1832-46d7-a377-896ba6780f68,21.784517,Recording date: 2018-11-08 (UTC),11,28,5
3,e26f1ede-74bf-4b60-a741-bc0bc42c485e,1dbb685c-0ee0-41a6-a6ae-63bfe3e5ecdb,183.68987,Recording date: 2018-11-08 (UTC),11,28,100
3,ea2f7d9f-59f6-4a0e-b73f-782f75dc6027,eb87c611-ca75-4349-b888-98717247f1f0,68.36115,Recording date: 2019-01-17 (UTC),1,30,23
3,1a84b952-2698-4d33-a3ee-5b6f34d51a46,9a6fa578-a432-4e2c-98a6-a6d865a56d4a,113.789635,Recording date: 2018-11-07 (UTC),11,28,73
3,24d42228-ed56-4f14-bda7-05de91bb2e72,88d2b432-dc97-4e60-a7a2-9f926e716a53,210.6032,Recording date: 2018-12-13 (UTC),12,29,100
3,2c038c01-6edb-40b5-b18e-f3f0bf951029,004ccd7b-7a6e-40d9-8db6-1905561fdd22,140.1769,Recording date: 2018-11-08 (UTC),11,28,90
3,4c4c47bb-a692-43ca-aba9-412d781732bf,815c777c-b968-43b6-978c-d0bd4accfc00,123.482025,Recording date: 2018-11-07 (UTC),11,28,80
3,927684f7-5cf7-4f5b-a3a3-44e083e8a735,52e54dea-008c-4ca6-a0ca-2da320fdabc3,144.3633,Recording date: 2018-11-07 (UTC),11,28,92
3,a424da18-5e93-4eba-aa37-57ea15e87258,cf076973-1169-4727-b083-5312831038cc,216.0489,Recording date: 2018-11-07 (UTC),11,28,100
3,f06cb43f-8844-4389-8446-b290376eb9fa,e93eebdc-204c-455a-99dd-b276ad44a24b,81.52366,Recording date: 2018-11-07 (UTC),11,28,42
3,0654fc4b-778a-4288-ab5c-887568e3ba0d,43a7530f-8350-4fb9-9f58-3209921cfedf,147.82234,Recording date: 2018-10-22 (UTC),10,27,95
3,1ce94419-d078-42c3-833d-84af434e661d,6005881c-d311-41b4-82b9-2e1bab90d121,144.2446,Recording date: 2018-10-22 (UTC),10,27,94
3,34772f0c-a217-47cb-9a6e-40f1dad550c9,78d86f8f-e122-416b-9adb-86bd17361b1b,116.16531,Recording date: 2018-10-22 (UTC),10,27,79
3,361a6093-aebe-495c-b9e2-bc3d8afc32fc,45a3a34b-c7b1-4147-bbaa-406c23754235,153.23758,Recording date: 2018-10-22 (UTC),10,27,96
3,3c4837e4-2e53-4c56-86f3-727838f7631c,bc0015a9-e875-41b6-a44a-448aaaf661cb,199.48395,Recording date: 2018-10-22 (UTC),10,27,100
3,79f7c90d-b160-4282-9797-b161870cd1a3,f961bed4-708f-4562-8a34-b6d70f67ece3,71.53765,Recording date: 2018-10-22 (UTC),10,27,38
3,a53d0b11-2c1e-43cf-be84-5f6c6a51944f,5e1e1013-81d8-4db7-a8ea-e5df00ee1a92,61.634983,Recording date: 2018-10-26 (UTC),10,27,29
3,b44b87d1-8be9-4c3b-90c6-eed8be0372b9,f7b8994e-2212-4bf7-884d-0db51ec3185e,88.70279,Recording date: 2018-10-22 (UTC),10,27,55
3,b82d21b0-12d7-481b-9e3e-6a93f9243ae7,8e2f77d1-825d-4d83-9132-3d6745167b71,142.25836,Recording date: 2018-10-22 (UTC),10,27,93
3,d52fdb8f-f282-4e24-92c8-44fc4416aa7f,6a9f75b8-1486-4786-a401-530caae66f6c,190.01767,Recording date: 2018-10-22 (UTC),10,27,100
3,e1cb2861-68bf-4ba9-9494-09de422a9786,a5415c11-ec4b-4715-a360-bc4ca3fabfea,127.953705,Recording date: 2018-10-22 (UTC),10,27,86
3,21aafcff-5b44-4387-9972-a8637fb73884,bd646f53-1694-4011-9a34-e35419ebf315,80.81563,Recording date: 2018-10-22 (UTC),10,27,47
3,0efdc53f-dc99-4bdc-b89a-66bd0a12e0f9,892b8b84-207a-4856-b554-ad15b67d0280,137.69485,Recording date: 2018-10-29 (UTC),10,27,91
3,0f94fd72-43d0-49c7-9e1c-bedfd0da565f,f3d4756d-389f-4c67-9f11-bf1d29a15e5b,165.76778,Recording date: 2018-10-30 (UTC),10,27,98
3,1533a228-57a2-461f-b620-957651604cfe,6e8aa1f3-2e6d-4d55-a0ec-17972547337a,43.391655,Recording date: 2018-10-30 (UTC),10,27,16
3,1aa698e6-e96b-4c20-8e33-c0b1ca47024d,9c08dbf4-07a2-4816-8a7c-cbea0c6aea37,146.96136,Recording date: 2018-10-30 (UTC),10,27,94
3,2ab01c96-3a95-4eee-8741-1031ec339ec5,29e05636-7cc6-445c-ae3d-dc10d5d93ba4,150.47064,Recording date: 2018-10-24 (UTC),10,27,95
3,3c3a57e9-82a4-437f-9b1d-6847cb3e4e2f,2bc93ef5-25b5-402f-b28e-c9fa3f5ca370,173.713,Recording date: 2018-10-30 (UTC),10,27,99
3,4a0347ec-f382-4ffb-bf56-b08e13e6ec34,87954daf-ef7a-45b1-8c3e-b45771efcac0,158.49403,Recording date: 2018-10-24 (UTC),10,27,97
3,4c764649-f2a7-45c0-b0b7-ff7915d8ddbd,54d6d32b-b797-4782-a359-c9bf0d831d2d,50.09558,Recording date: 2018-10-30 (UTC),10,27,20
3,50ed4fc9-2e07-47a7-9653-8e0f5d6e00b6,f73eb247-8c2a-4c8b-b8fd-b9b65d6b8bcc,115.51518,Recording date: 2018-10-30 (UTC),10,27,78
3,5e9ca65c-a990-4d69-8243-6adeffa906b2,cd962fa0-b050-4fc9-ae84-a850df4b069d,130.94017,Recording date: 2018-10-29 (UTC),10,27,88
3,81001bc2-e7c8-4398-adaf-faecb42fb51c,751092a7-bebc-420f-90e1-afb479385504,141.1712,Recording date: 2018-10-30 (UTC),10,27,93
3,862ef220-27d5-4db2-9614-057acdfafaf4,06adb2f6-245c-4246-a8e7-51c697c7d77a,139.71907,Recording date: 2018-10-31 (UTC),10,27,92
3,8846b332-daa6-41bf-9819-2b2c28a53f96,45f24d3a-b302-4fb2-8dd1-4b2e9b9957d7,212.90063,Recording date: 2018-10-24 (UTC),10,27,100
3,a0e5d852-df70-435a-a462-35708b961851,be2be036-8392-4a08-b966-831657903f72,180.59131,Recording date: 2018-10-24 (UTC),10,27,100
3,a9a498b0-5888-44a1-bb2d-57de1258cdb8,fd205f6e-7664-46a4-9b95-e2b060609a55,144.96564,Recording date: 2018-10-29 (UTC),10,27,94
3,ab916e83-0d8f-43f0-b79a-272e087d6e31,6b18c25e-b30f-4233-87fd-2e6973853133,101.82795,Recording date: 2018-10-29 (UTC),10,27,67
3,bae2644b-cd3e-46ed-b08b-68d7e9fe3a11,49f0ebf8-549e-4935-8ff4-71f92e6c3cf1,80.82892,Recording date: 2018-10-24 (UTC),10,27,47
3,bae48f19-c761-4fad-841a-494f6b1953b4,29e8c722-c14e-4e47-acf5-f41330f62c0c,105.06585,Recording date: 2018-10-24 (UTC),10,27,70
3,cc664957-39c1-41e4-8d7f-1b2e9f70085a,7fdeb0ac-704e-4666-9b4d-a48c7cc4210e,80.13164,Recording date: 2018-10-24 (UTC),10,27,46
3,d1f7eaee-16f5-4076-9d97-816c25b88734,fe8221aa-610a-4355-9b4f-0d4dc141dc9a,161.0048,Recording date: 2018-10-24 (UTC),10,27,98
3,d92d9f8e-96a3-47ea-ae55-330b41d9fac0,9bb2115b-d41d-4139-9397-7adb72400d8e,123.05975,Recording date: 2018-10-30 (UTC),10,27,84
3,e8273cc0-04b1-4186-83ef-14a6df00c81c,b2206f9c-fd49-4d40-b5c6-76f2af87d679,121.6609,Recording date: 2018-10-29 (UTC),10,27,83
3,eb4657a8-0932-415e-b437-427a73ddeaf8,ec0b3260-0cda-43e1-95c9-5339c32b744b,23.480623,Recording date: 2018-10-30 (UTC),10,27,7
3,ed11f1ad-efc0-4035-a432-c7d0a3af3fa6,f9466411-e324-4d3e-acac-534b7d27acd4,99.137276,Recording date: 2018-10-30 (UTC),10,27,65
3,33668d4e-5532-4b91-b8bb-718a2f5e16c0,12a705c4-4269-425c-bcc6-bb1c44018351,56.083202,Recording date: 2018-10-30 (UTC),10,27,24
3,054c643b-0e44-44b8-8437-0838c9f35397,6648ccdb-4e06-4979-acf9-192415398acf,114.542305,Recording date: 2018-10-31 (UTC),10,27,78
3,08d91d8f-8372-42f3-a190-0adac456818d,31b7cc54-fee6-4790-9cb5-9fd1fe0081b6,120.52495,Recording date: 2018-11-06 (UTC),11,28,78
3,1255cffe-51eb-468b-b2f4-56ef6abe5d44,8227cd89-e6f4-4707-ab97-79b75cf7207c,157.12576,Recording date: 2018-10-31 (UTC),10,27,97
3,16d135ee-4762-411e-b14b-426b323d2b8b,e4dffbfd-b707-4150-97be-1eefa7b0e887,110.85072,Recording date: 2018-10-31 (UTC),10,27,75
3,39d1d340-0934-49a1-a72b-4f4fcd87c706,7f7aa20c-58ac-4e8f-932d-8aa3e48ccddc,159.75496,Recording date: 2018-10-31 (UTC),10,27,97
3,4c83d44c-73fd-44ec-8daa-7a97c02b31c0,8e346cc1-6cb6-4140-a2fa-e2f4461238b1,114.71427,Recording date: 2018-11-06 (UTC),11,28,74
3,5ca07b97-14e2-495e-b0c9-355149d0d9f6,a820d76a-2760-4088-abdb-3ca8c380e61a,106.50879,Recording date: 2018-11-06 (UTC),11,28,67
3,69479721-5417-4433-ae6a-4fc66a23ae83,a48ac03d-fb93-4a60-a3b4-4f3fc0fe132e,179.17815,Recording date: 2018-10-31 (UTC),10,27,100
3,6d283a08-0a62-4318-b943-c388de3700bf,7eabb715-2fac-4bf2-9498-997d5b27a5ef,55.75597,Recording date: 2018-11-06 (UTC),11,28,20
3,6d6433d1-12db-43e7-a021-103f4f0e5507,456dc2f5-6a85-44a4-a818-481569328ce3,96.09536,Recording date: 2018-10-31 (UTC),10,27,62
3,72896b50-3b23-4ed1-be45-64028508eff6,a4e3ed36-4d5e-497e-80fe-1f4660d68f85,75.30462,Recording date: 2018-11-06 (UTC),11,28,37
3,7f353b16-284b-4e5e-9d77-f632e1a8b2ff,83bb1866-0265-4033-9eb8-8f7a9bfdb742,105.87898,Recording date: 2018-11-05 (UTC),11,28,66
3,81b7a9ec-b8c9-4ddb-94d2-50734017887a,932f78b7-8480-48dc-9a89-f81be425f8ef,127.60711,Recording date: 2018-10-31 (UTC),10,27,86
3,877b1f56-8eab-45c9-968f-64b831149b87,8bfff59d-bd89-4550-8b41-fbd0c50b91a3,132.25253,Recording date: 2018-11-06 (UTC),11,28,86
3,9109f2d6-c91c-4b89-944a-c8e560ecec32,d81818e7-2338-4677-b36e-f25b085c3bb9,28.340538,Recording date: 2018-10-31 (UTC),10,27,9
3,95a5a38f-b0af-42b4-9ddb-7dfcc9bfe000,e173de55-e48e-4989-a988-ee5837880707,81.90196,Recording date: 2018-11-05 (UTC),11,28,43
3,9615f959-bc6e-45ec-9fb4-af4494a76d90,91a4dae9-5a20-4ffb-a2c9-df563a7aff19,103.08141,Recording date: 2018-11-06 (UTC),11,28,64
3,972cc134-3440-436f-83c9-721d924d65fc,6e301606-476b-48b5-a8ef-f87b3174cd1b,92.32298,Recording date: 2018-11-06 (UTC),11,28,53
3,9960862a-e15c-4c2c-be8b-869315b81fd0,d9b69944-6f41-4dd0-8bfc-f10bcabb92e0,96.9079,Recording date: 2018-11-06 (UTC),11,28,58
3,aa256fdf-1612-4b67-b048-9e31c9894495,43f68933-155a-401c-8e15-04a59db7f4f9,132.73491,Recording date: 2018-10-31 (UTC),10,27,89
3,ab85a5eb-2ebd-4ac1-86ff-4aef9b1a8ce8,eef1232d-d5d2-4591-82ce-97c07e5b1c3f,215.24872,Recording date: 2018-11-05 (UTC),11,28,100
3,b0ba358b-4e7c-4cca-a56b-5b1e99b28e50,af5c7a7f-f876-47db-89fa-0ceb18550ef7,190.74734,Recording date: 2018-10-31 (UTC),10,27,100
3,b72ed624-d125-4090-9c57-1a818323f886,b3005aa3-4d09-447d-aa54-e27ec76d7ac0,115.1485,Recording date: 2018-11-06 (UTC),11,28,74
3,da4a792d-26e7-494b-aa9b-77ccd747b547,751a6571-b8a9-4cb4-826f-84c46f4bd305,89.48016,Recording date: 2018-10-31 (UTC),10,27,55
3,ebe4ce22-e947-4f97-8676-1758af0649b0,ff77ae82-da65-4185-8ee9-c2e2913da26a,43.71171,Recording date: 2018-11-05 (UTC),11,28,13
3,f3f33461-f542-410f-aa25-7e27e5539cd0,79842552-eba2-4642-93e6-0698e93e3896,168.23206,Recording date: 2018-10-31 (UTC),10,27,99
3,02714835-86d7-43f7-9632-84b22f4bcccb,70ba64b9-4e46-4031-9a5e-217f56e7fa0f,172.41792,Recording date: 2018-10-30 (UTC),10,27,99
3,058fc2aa-3a42-4e92-ada4-0b5e28fda4bd,c0e08a51-758e-4909-b32d-c591290c3cea,66.40682,Recording date: 2018-10-30 (UTC),10,27,33
3,0e1f429b-23fe-4839-b323-1af2f0c87ec7,e27cea13-045a-4c96-ae5b-cb26ee883095,102.75519,Recording date: 2018-10-30 (UTC),10,27,68
3,2a0cffe6-886b-4f6d-a383-3c8e712a26db,806ef3a0-6b5e-4252-b32b-4dd2f2a01b60,131.6254,Recording date: 2018-10-30 (UTC),10,27,88
3,3f83facd-aac1-4279-9e85-fa6bf4dae159,3ceffab8-6571-447d-bc0f-76d9d09c506a,103.69873,Recording date: 2018-10-30 (UTC),10,27,69
3,4820fb08-8ea9-4f3c-853c-7560e0105bfe,477cf5d7-7eeb-42a8-93c0-9742e6fa16a4,155.59822,Recording date: 2018-10-30 (UTC),10,27,97
3,54b0ff14-d78b-4a56-86d7-68d38e3ea851,3d958cf1-f49f-49cc-9486-e1fd762a9578,94.00075,Recording date: 2018-10-30 (UTC),10,27,60
3,58ca04e8-e559-4443-b118-c12e9f17639b,36198856-982e-413a-8beb-37cdefc5dbb6,104.12644,Recording date: 2018-10-30 (UTC),10,27,69
3,7ce0709a-eccb-4eae-bcfe-e86f9b0aa7c9,70684a5b-d242-464e-b94b-1bc42dbe757b,78.2717,Recording date: 2018-11-05 (UTC),11,28,39
3,9879b1b1-13ca-4db3-abf2-2c3881142b22,7ffa4e99-ff45-4c32-bb39-6bf0e52c0368,113.38025,Recording date: 2018-11-05 (UTC),11,28,73
3,b808f2b9-1e89-4c62-ad95-1ad8f1c51cdf,12bb5cdb-17e8-4d2b-b2ce-5e5f6e7731a5,97.716866,Recording date: 2018-10-30 (UTC),10,27,63
3,d4ba9e2e-bfe4-499b-b87f-7372b9762630,c0191c2a-f047-4634-a5bd-efd4349f6e14,121.85291,Recording date: 2018-11-05 (UTC),11,28,79
3,04ef2e6b-e3a5-4f07-9b6d-f18d0a693e9a,0075d882-27ff-49d9-90be-8748b5415e9e,132.35281,Recording date: 2019-11-08 (UTC),11,28,86
3,d284c4aa-71b6-4b38-a4dc-0ace8cc8fb74,a5fb5656-0c59-4247-8bec-042c5be0878e,82.003204,Recording date: 2019-11-08 (UTC),11,28,43
